SK_ID_CURR,TARGET
100001,0.049959038130300115
100005,0.2104500269793049
100013,0.029597550504551786
100028,0.011959131132169839
100038,0.09878795260139918
100042,0.017075058228449982
100057,0.019396143076469984
100065,0.09716675283199137
100066,0.013789385220157269
100067,0.07859611216287334
100074,0.032542456699472824
100090,0.07872042549367438
100091,0.12063290776171262
100092,0.05780382429240121
100106,0.07718844844530283
100107,0.12065599283461437
100109,0.07836081081486819
100117,0.016744042991996316
100128,0.027383049185878687
100141,0.03183452378893771
100150,0.01789857996871888
100168,0.01305129359887042
100169,0.03549151498884688
100170,0.06555340918690207
100171,0.030525941519798556
100172,0.07758156632272317
100184,0.10446009240853868
100187,0.060928674620523406
100212,0.02815018709687207
100222,0.03732589269543407
100223,0.010938870457692805
100232,0.018353808699908523
100241,0.16198135108325515
100245,0.014273698701142201
100253,0.011560925456230022
100256,0.06443027912547529
100271,0.0024840348154826102
100278,0.146644269911536
100280,0.017289086909994422
100306,0.1571936712239094
100311,0.0638670086036478
100312,0.013307841686065509
100330,0.05197163007508456
100331,0.05759369427653894
100352,0.09181000548204767
100358,0.0828223955505594
100367,0.019962481952436464
100382,0.12932041077351777
100384,0.03566600999961212
100385,0.06334412176752935
100386,0.060783900826273406
100399,0.02707281028560901
100404,0.03669822910549768
100416,0.014271043712878273
100422,0.08076453445795478
100426,0.016578558129097542
100438,0.017693577013085958
100444,0.2583305888289492
100445,0.13601314799397554
100446,0.06857125487091134
100447,0.026088493579038505
100450,0.05195629906062043
100466,0.011227891286205969
100483,0.018690590670836473
100484,0.00406335314994572
100494,0.05688041990086968
100510,0.13654449447813088
100512,0.015833828021648805
100517,0.027598070654449924
100548,0.05102776456944727
100551,0.03466538140106274
100552,0.12387867818814315
100553,0.036206235175461024
100561,0.10870386033547814
100568,0.2477763556808037
100569,0.04147032379161674
100591,0.05349365132831897
100592,0.01688648878923137
100602,0.048705252990573676
100607,0.046124125769723884
100613,0.046482541613407265
100617,0.10395282471260137
100618,0.05034170377812225
100622,0.08592705268390138
100625,0.08835360551143699
100677,0.10981614388832547
100699,0.043733407121622395
100702,0.3944879664360718
100711,0.048930730516989554
100729,0.14492870601233793
100740,0.1237767884962739
100744,0.1235832042798205
100745,0.01846388182436412
100747,0.03462443212522304
100751,0.11995832122438709
100752,0.015729195670595966
100753,0.2845923339363515
100754,0.14047795640389807
100760,0.056951027932017034
100762,0.07161459134254469
100763,0.03734659467550264
100765,0.028606611471897993
100770,0.0797428380778729
100772,0.03569878375595657
100777,0.032068396555677635
100791,0.01831779317683777
100792,0.006548212386391024
100797,0.013404240072697601
100823,0.02599570555012047
100826,0.026346128178706543
100830,0.030385572867593903
100836,0.17357201226625216
100872,0.040375642531089224
100910,0.04052676209381462
100913,0.07257033568529334
